Cruise, Station, Type, yyyy-mm-ddThh:mm:ss.sss, Longitude [degrees_east], Latitude [degrees_north], Bot. Depth [m], Pressure [dbar], QF, Nitrate [umol/kg], QF, Phosphate [umol/kg], QF, Silicate [umol/kg], QF, Depth from Pressure [m], QF, Section Latitude, QF, QV:ODV:SAMPLE
SE1102, 63, B, 2011-03-23T06:59:00.000, 202.00000, 29.00000, 5000, 20.00000, 1, 0.10000, 1, 0.04800, 1, 1.53000, 1, 19.865, 1, 29.00000, 1, 1
SE1102, 63, B, 2011-03-23T06:59:00.000, 202.00000, 29.00000, 5000, 35.00000, 1, 0.18000, 1, 0.05200, 1, 1.54000, 1, 34.762, 1, 29.00000, 1, 1
SE1102, 63, B, 2011-03-23T06:59:00.000, 202.00000, 29.00000, 5000, 50.00000, 1, 0.41000, 1, 0.06300, 1, 1.27000, 1, 49.658, 1, 29.00000, 1, 1
SE1102, 63, B, 2011-03-23T06:59:00.000, 202.00000, 29.00000, 5000, 65.00000, 1, 0.03000, 1, 0.06000, 1, 1.58000, 1, 64.553, 1, 29.00000, 1, 1
SE1102, 63, B, 2011-03-23T06:59:00.000, 202.00000, 29.00000, 5000, 80.00000, 1, 0.18000, 1, 0.05200, 1, 1.60000, 1, 79.447, 1, 29.00000, 1, 1
SE1102, 63, B, 2011-03-23T06:59:00.000, 202.00000, 29.00000, 5000, 100.00000, 1, 0.26000, 1, 0.07500, 1, 2.06000, 1, 99.303, 1, 29.00000, 1, 1
SE1102, 63, B, 2011-03-23T06:59:00.000, 202.00000, 29.00000, 5000, 125.00000, 1, 2.85000, 1, 0.28600, 1, 3.39000, 1, 124.122, 1, 29.00000, 1, 1
SE1102, 63, B, 2011-03-23T06:59:00.000, 202.00000, 29.00000, 5000, 150.00000, 1, 3.62000, 1, 0.32700, 1, 4.00000, 1, 148.937, 1, 29.00000, 1, 1
SE1102, 63, B, 2011-03-23T06:59:00.000, 202.00000, 29.00000, 5000, 200.00000, 1, 5.90000, 1, 0.51300, 1, 5.92000, 1, 198.559, 1, 29.00000, 1, 1
SE1102, 59, B, 2011-03-23T04:03:00.000, 202.00000, 30.00000, 5000, 0.00000, 1, 0.15000, 1, 0.05500, 1, 1.75000, 1, 0.000, 1, 30.00000, 1, 1
SE1102, 59, B, 2011-03-23T04:03:00.000, 202.00000, 30.00000, 5000, 20.00000, 1, 0.07000, 1, 0.05500, 1, 1.60000, 1, 19.863, 1, 30.00000, 1, 1
SE1102, 59, B, 2011-03-23T04:03:00.000, 202.00000, 30.00000, 5000, 35.00000, 1, 0.15000, 1, 0.05600, 1, 1.89000, 1, 34.759, 1, 30.00000, 1, 1
SE1102, 59, B, 2011-03-23T04:03:00.000, 202.00000, 30.00000, 5000, 50.00000, 1, 0.15000, 1, 0.06700, 1, 2.19000, 1, 49.654, 1, 30.00000, 1, 1
SE1102, 59, B, 2011-03-23T04:03:00.000, 202.00000, 30.00000, 5000, 65.00000, 1, 0.15000, 1, 0.07400, 1, 2.62000, 1, 64.548, 1, 30.00000, 1, 1
SE1102, 59, B, 2011-03-23T04:03:00.000, 202.00000, 30.00000, 5000, 80.00000, 1, 0.22000, 1, 0.08100, 1, 2.77000, 1, 79.440, 1, 30.00000, 1, 1
SE1102, 59, B, 2011-03-23T04:03:00.000, 202.00000, 30.00000, 5000, 100.00000, 1, 0.15000, 1, 0.08800, 1, 3.06000, 1, 99.295, 1, 30.00000, 1, 1
SE1102, 59, B, 2011-03-23T04:03:00.000, 202.00000, 30.00000, 5000, 125.00000, 1, 1.18000, 1, 0.16800, 1, 3.20000, 1, 124.112, 1, 30.00000, 1, 1
SE1102, 59, B, 2011-03-23T04:03:00.000, 202.00000, 30.00000, 5000, 150.00000, 1, 4.34000, 1, 0.37900, 1, 4.95000, 1, 148.925, 1, 30.00000, 1, 1
SE1102, 59, B, 2011-03-23T04:03:00.000, 202.00000, 30.00000, 5000, 200.00000, 1, 5.74000, 1, 0.47000, 1, 6.26000, 1, 198.543, 1, 30.00000, 1, 1
SE1102, 57, B, 2011-03-22T22:10:00.000, 202.00000, 30.50000, 5000, 0.00000, 1, 0.05000, 1, 0.05500, 1, 2.11000, 1, 0.000, 1, 30.50000, 1, 1
SE1102, 57, B, 2011-03-22T22:10:00.000, 202.00000, 30.50000, 5000, 20.00000, 1, -0.03000, 1, 0.05100, 1, 1.96000, 1, 19.862, 1, 30.50000, 1, 1
SE1102, 57, B, 2011-03-22T22:10:00.000, 202.00000, 30.50000, 5000, 35.00000, 1, 0.27000, 1, 0.05500, 1, 1.96000, 1, 34.758, 1, 30.50000, 1, 1
SE1102, 57, B, 2011-03-22T22:10:00.000, 202.00000, 30.50000, 5000, 50.00000, 1, 0.04000, 1, 0.06500, 1, 2.24000, 1, 49.652, 1, 30.50000, 1, 1
SE1102, 57, B, 2011-03-22T22:10:00.000, 202.00000, 30.50000, 5000, 65.00000, 1, 0.12000, 1, 0.05400, 1, 2.24000, 1, 64.545, 1, 30.50000, 1, 1
SE1102, 57, B, 2011-03-22T22:10:00.000, 202.00000, 30.50000, 5000, 80.00000, 1, 0.11000, 1, 0.10500, 1, 2.53000, 1, 79.437, 1, 30.50000, 1, 1
SE1102, 57, B, 2011-03-22T22:10:00.000, 202.00000, 30.50000, 5000, 100.00000, 1, 0.19000, 1, 0.08300, 1, 2.82000, 1, 99.291, 1, 30.50000, 1, 1
SE1102, 57, B, 2011-03-22T22:10:00.000, 202.00000, 30.50000, 5000, 125.00000, 1, 2.71000, 1, 0.25800, 1, 3.69000, 1, 124.107, 1, 30.50000, 1, 1
SE1102, 57, B, 2011-03-22T22:10:00.000, 202.00000, 30.50000, 5000, 150.00000, 1, 3.82000, 1, 0.33500, 1, 4.56000, 1, 148.919, 1, 30.50000, 1, 1
SE1102, 57, B, 2011-03-22T22:10:00.000, 202.00000, 30.50000, 5000, 200.00000, 1, 8.13000, 1, 0.57900, 1, 8.06000, 1, 198.535, 1, 30.50000, 1, 1
SE1102, 55, B, 2011-03-22T17:34:00.000, 202.00000, 31.00000, 5000, 0.00000, 1, 0.07000, 1, 0.07500, 1, 2.48000, 1, 0.000, 1, 31.00000, 1, 1
SE1102, 55, B, 2011-03-22T17:34:00.000, 202.00000, 31.00000, 5000, 20.00000, 1, 0.15000, 1, 0.07800, 1, 2.91000, 1, 19.861, 1, 31.00000, 1, 1
SE1102, 55, B, 2011-03-22T17:34:00.000, 202.00000, 31.00000, 5000, 35.00000, 1, 0.07000, 1, 0.08900, 1, 3.35000, 1, 34.756, 1, 31.00000, 1, 1
SE1102, 55, B, 2011-03-22T17:34:00.000, 202.00000, 31.00000, 5000, 50.00000, 1, 0.29000, 1, 0.09600, 1, 5.68000, 1, 49.650, 1, 31.00000, 1, 1
SE1102, 55, B, 2011-03-22T17:34:00.000, 202.00000, 31.00000, 5000, 65.00000, 1, 0.29000, 1, 0.12200, 1, 3.50000, 1, 64.542, 1, 31.00000, 1, 1
SE1102, 55, B, 2011-03-22T17:34:00.000, 202.00000, 31.00000, 5000, 80.00000, 1, 0.15000, 1, 0.10700, 1, 8.88000, 1, 79.434, 1, 31.00000, 1, 1
SE1102, 55, B, 2011-03-22T17:34:00.000, 202.00000, 31.00000, 5000, 100.00000, 1, 0.37000, 1, 0.12900, 1, 4.08000, 1, 99.287, 1, 31.00000, 1, 1
SE1102, 55, B, 2011-03-22T17:34:00.000, 202.00000, 31.00000, 5000, 125.00000, 1, 2.72000, 1, 0.29900, 1, 4.95000, 1, 124.102, 1, 31.00000, 1, 1
SE1102, 55, B, 2011-03-22T17:34:00.000, 202.00000, 31.00000, 5000, 150.00000, 1, 5.45000, 1, 0.45500, 1, 6.12000, 1, 148.913, 1, 31.00000, 1, 1
SE1102, 55, B, 2011-03-22T17:34:00.000, 202.00000, 31.00000, 5000, 200.00000, 1, 8.17000, 1, 0.61500, 1, 10.78000, 1, 198.527, 1, 31.00000, 1, 1
SE1102, 54, B, 2011-03-22T14:58:00.000, 202.00000, 31.25000, 5000, 0.00000, 1, 0.21000, 1, 0.07200, 1, 2.76000, 1, 0.000, 1, 31.25000, 1, 1
SE1102, 54, B, 2011-03-22T14:58:00.000, 202.00000, 31.25000, 5000, 20.00000, 1, 0.13000, 1, 0.09300, 1, 3.46000, 1, 19.861, 1, 31.25000, 1, 1
SE1102, 54, B, 2011-03-22T14:58:00.000, 202.00000, 31.25000, 5000, 35.00000, 1, 0.06000, 1, 0.08600, 1, 3.29000, 1, 34.755, 1, 31.25000, 1, 1
SE1102, 54, B, 2011-03-22T14:58:00.000, 202.00000, 31.25000, 5000, 50.00000, 1, 0.20000, 1, 0.08200, 1, 3.27000, 1, 49.649, 1, 31.25000, 1, 1
SE1102, 54, B, 2011-03-22T14:58:00.000, 202.00000, 31.25000, 5000, 65.00000, 1, 0.05000, 1, 0.08100, 1, 3.10000, 1, 64.541, 1, 31.25000, 1, 1
SE1102, 54, B, 2011-03-22T14:58:00.000, 202.00000, 31.25000, 5000, 80.00000, 1, 0.49000, 1, 0.13200, 1, 3.95000, 1, 79.432, 1, 31.25000, 1, 1
SE1102, 54, B, 2011-03-22T14:58:00.000, 202.00000, 31.25000, 5000, 100.00000, 1, 1.53000, 1, 0.19300, 1, 4.36000, 1, 99.285, 1, 31.25000, 1, 1
SE1102, 54, B, 2011-03-22T14:58:00.000, 202.00000, 31.25000, 5000, 125.00000, 1, 5.02000, 1, 0.41800, 1, 6.09000, 1, 124.099, 1, 31.25000, 1, 1
SE1102, 54, B, 2011-03-22T14:58:00.000, 202.00000, 31.25000, 5000, 150.00000, 1, 6.43000, 1, 0.50400, 1, 6.94000, 1, 148.910, 1, 31.25000, 1, 1
SE1102, 54, B, 2011-03-22T14:58:00.000, 202.00000, 31.25000, 5000, 200.00000, 1, 8.36000, 1, 0.62800, 1, 8.80000, 1, 198.523, 1, 31.25000, 1, 1
SE1102, 53, B, 2011-03-22T10:49:00.000, 202.00000, 31.50000, 5000, 0.00000, 1, 0.09000, 1, 0.08600, 1, 3.21000, 1, 0.000, 1, 31.50000, 1, 1
SE1102, 53, B, 2011-03-22T10:49:00.000, 202.00000, 31.50000, 5000, 20.00000, 1, 0.09000, 1, 0.08300, 1, 3.11000, 1, 19.861, 1, 31.50000, 1, 1
SE1102, 53, B, 2011-03-22T10:49:00.000, 202.00000, 31.50000, 5000, 35.00000, 1, 0.02000, 1, 0.08000, 1, 3.15000, 1, 34.755, 1, 31.50000, 1, 1
SE1102, 53, B, 2011-03-22T10:49:00.000, 202.00000, 31.50000, 5000, 50.00000, 1, 0.10000, 1, 0.07300, 1, 2.60000, 1, 49.648, 1, 31.50000, 1, 1
SE1102, 53, B, 2011-03-22T10:49:00.000, 202.00000, 31.50000, 5000, 65.00000, 1, 0.10000, 1, 0.08400, 1, 3.22000, 1, 64.540, 1, 31.50000, 1, 1
SE1102, 53, B, 2011-03-22T10:49:00.000, 202.00000, 31.50000, 5000, 80.00000, 1, 0.02000, 1, 0.08800, 1, 3.26000, 1, 79.431, 1, 31.50000, 1, 1
SE1102, 53, B, 2011-03-22T10:49:00.000, 202.00000, 31.50000, 5000, 100.00000, 1, 0.18000, 1, 0.11100, 1, 3.59000, 1, 99.283, 1, 31.50000, 1, 1
SE1102, 53, B, 2011-03-22T10:49:00.000, 202.00000, 31.50000, 5000, 125.00000, 1, 2.67000, 1, 0.31900, 1, 4.80000, 1, 124.097, 1, 31.50000, 1, 1
SE1102, 53, B, 2011-03-22T10:49:00.000, 202.00000, 31.50000, 5000, 150.00000, 1, 6.45000, 1, 0.50500, 1, 6.87000, 1, 148.907, 1, 31.50000, 1, 1
SE1102, 53, B, 2011-03-22T10:49:00.000, 202.00000, 31.50000, 5000, 200.00000, 1, 7.21000, 1, 0.57500, 1, 7.79000, 1, 198.519, 1, 31.50000, 1, 1
SE1102, 51, B, 2011-03-22T06:50:00.000, 202.00000, 32.00000, 5000, 0.00000, 1, 0.12000, 1, 0.09700, 1, 3.13000, 1, 0.000, 1, 32.00000, 1, 1
SE1102, 51, B, 2011-03-22T06:50:00.000, 202.00000, 32.00000, 5000, 20.00000, 1, 0.21000, 1, 0.09700, 1, 3.13000, 1, 19.860, 1, 32.00000, 1, 1
SE1102, 51, B, 2011-03-22T06:50:00.000, 202.00000, 32.00000, 5000, 35.00000, 1, 0.21000, 1, 0.09700, 1, 3.28000, 1, 34.753, 1, 32.00000, 1, 1
SE1102, 51, B, 2011-03-22T06:50:00.000, 202.00000, 32.00000, 5000, 50.00000, 1, 0.21000, 1, 0.10500, 1, 3.28000, 1, 49.646, 1, 32.00000, 1, 1
SE1102, 51, B, 2011-03-22T06:50:00.000, 202.00000, 32.00000, 5000, 65.00000, 1, 0.21000, 1, 0.14300, 1, 3.28000, 1, 64.537, 1, 32.00000, 1, 1
SE1102, 51, B, 2011-03-22T06:50:00.000, 202.00000, 32.00000, 5000, 80.00000, 1, 0.14000, 1, 0.11600, 1, 3.43000, 1, 79.427, 1, 32.00000, 1, 1
SE1102, 51, B, 2011-03-22T06:50:00.000, 202.00000, 32.00000, 5000, 100.00000, 1, 0.30000, 1, 0.12400, 1, 3.43000, 1, 99.279, 1, 32.00000, 1, 1
SE1102, 51, B, 2011-03-22T06:50:00.000, 202.00000, 32.00000, 5000, 125.00000, 1, 2.85000, 1, 0.30900, 1, 4.91000, 1, 124.092, 1, 32.00000, 1, 1
SE1102, 51, B, 2011-03-22T06:50:00.000, 202.00000, 32.00000, 5000, 150.00000, 1, 6.18000, 1, 0.50200, 1, 6.69000, 1, 148.901, 1, 32.00000, 1, 1
SE1102, 51, B, 2011-03-22T06:50:00.000, 202.00000, 32.00000, 5000, 200.00000, 1, 7.88000, 1, 0.62700, 1, 8.47000, 1, 198.511, 1, 32.00000, 1, 1
SE1102, 49, B, 2011-03-22T04:11:00.000, 202.00000, 32.50000, 5000, 0.00000, 1, 0.15000, 1, 0.11300, 1, 3.74000, 1, 0.000, 1, 32.50000, 1, 1
SE1102, 49, B, 2011-03-22T04:11:00.000, 202.00000, 32.50000, 5000, 20.00000, 1, 0.08000, 1, 0.11300, 1, 4.05000, 1, 19.859, 1, 32.50000, 1, 1
SE1102, 49, B, 2011-03-22T04:11:00.000, 202.00000, 32.50000, 5000, 35.00000, 1, 0.84000, 1, 0.05000, 1, 3.91000, 1, 34.752, 1, 32.50000, 1, 1
SE1102, 49, B, 2011-03-22T04:11:00.000, 202.00000, 32.50000, 5000, 50.00000, 1, 0.23000, 1, 0.11400, 1, 3.92000, 1, 49.644, 1, 32.50000, 1, 1
SE1102, 49, B, 2011-03-22T04:11:00.000, 202.00000, 32.50000, 5000, 65.00000, 1, 0.08000, 1, 0.12900, 1, 4.08000, 1, 64.534, 1, 32.50000, 1, 1
SE1102, 49, B, 2011-03-22T04:11:00.000, 202.00000, 32.50000, 5000, 80.00000, 1, 0.39000, 1, 0.14400, 1, 4.39000, 1, 79.424, 1, 32.50000, 1, 1
SE1102, 49, B, 2011-03-22T04:11:00.000, 202.00000, 32.50000, 5000, 100.00000, 1, 0.39000, 1, 0.15900, 1, 4.40000, 1, 99.275, 1, 32.50000, 1, 1
SE1102, 49, B, 2011-03-22T04:11:00.000, 202.00000, 32.50000, 5000, 125.00000, 1, 2.22000, 1, 0.27400, 1, 5.15000, 1, 124.086, 1, 32.50000, 1, 1
SE1102, 49, B, 2011-03-22T04:11:00.000, 202.00000, 32.50000, 5000, 150.00000, 1, 5.35000, 1, 0.47500, 1, 6.48000, 1, 148.895, 1, 32.50000, 1, 1
SE1102, 49, B, 2011-03-22T04:11:00.000, 202.00000, 32.50000, 5000, 200.00000, 1, 7.48000, 1, 0.62300, 1, 8.70000, 1, 198.502, 1, 32.50000, 1, 1
SE1102, 47, B, 2011-03-22T01:42:00.000, 202.00000, 33.00000, 5000, 0.00000, 1, 0.19000, 1, 0.10800, 1, 3.85000, 1, 0.000, 1, 33.00000, 1, 1
SE1102, 47, B, 2011-03-22T01:42:00.000, 202.00000, 33.00000, 5000, 20.00000, 1, 0.19000, 1, 0.10800, 1, 3.56000, 1, 19.858, 1, 33.00000, 1, 1
SE1102, 47, B, 2011-03-22T01:42:00.000, 202.00000, 33.00000, 5000, 35.00000, 1, 0.12000, 1, 0.11300, 1, 3.86000, 1, 34.750, 1, 33.00000, 1, 1
SE1102, 47, B, 2011-03-22T01:42:00.000, 202.00000, 33.00000, 5000, 50.00000, 1, 0.27000, 1, 0.11300, 1, 3.12000, 1, 49.642, 1, 33.00000, 1, 1
SE1102, 47, B, 2011-03-22T01:42:00.000, 202.00000, 33.00000, 5000, 65.00000, 1, 0.28000, 1, 0.15900, 1, 3.86000, 1, 64.532, 1, 33.00000, 1, 1
SE1102, 47, B, 2011-03-22T01:42:00.000, 202.00000, 33.00000, 5000, 80.00000, 1, -9999, 1, -9999, 1, -9999, 1, 79.421, 1, 33.00000, 1, 1
SE1102, 47, B, 2011-03-22T01:42:00.000, 202.00000, 33.00000, 5000, 100.00000, 1, 2.22000, 1, 0.26900, 1, 4.60000, 1, 99.271, 1, 33.00000, 1, 1
SE1102, 47, B, 2011-03-22T01:42:00.000, 202.00000, 33.00000, 5000, 125.00000, 1, 4.71000, 1, 0.42800, 1, 5.93000, 1, 124.081, 1, 33.00000, 1, 1
SE1102, 47, B, 2011-03-22T01:42:00.000, 202.00000, 33.00000, 5000, 150.00000, 1, 6.82000, 1, 0.54500, 1, 7.40000, 1, 148.888, 1, 33.00000, 1, 1
SE1102, 47, B, 2011-03-22T01:42:00.000, 202.00000, 33.00000, 5000, 200.00000, 1, 9.00000, 1, 0.67800, 1, 9.76000, 1, 198.494, 1, 33.00000, 1, 1
SE1102, 46, B, 2011-03-21T21:54:00.000, 202.00000, 33.25000, 5000, 0.00000, 1, -0.03000, 1, 0.10900, 1, 3.75000, 1, 0.000, 1, 33.25000, 1, 1
SE1102, 46, B, 2011-03-21T21:54:00.000, 202.00000, 33.25000, 5000, 20.00000, 1, 0.12000, 1, 0.10900, 1, 3.59000, 1, 19.858, 1, 33.25000, 1, 1
SE1102, 46, B, 2011-03-21T21:54:00.000, 202.00000, 33.25000, 5000, 35.00000, 1, 0.05000, 1, 0.08300, 1, 2.69000, 1, 34.750, 1, 33.25000, 1, 1
SE1102, 46, B, 2011-03-21T21:54:00.000, 202.00000, 33.25000, 5000, 50.00000, 1, 0.04000, 1, 0.10500, 1, 3.55000, 1, 49.640, 1, 33.25000, 1, 1
SE1102, 46, B, 2011-03-21T21:54:00.000, 202.00000, 33.25000, 5000, 65.00000, 1, 0.73000, 1, 0.15000, 1, 3.83000, 1, 64.530, 1, 33.25000, 1, 1
SE1102, 46, B, 2011-03-21T21:54:00.000, 202.00000, 33.25000, 5000, 80.00000, 1, 1.26000, 1, 0.19400, 1, 4.25000, 1, 79.419, 1, 33.25000, 1, 1
SE1102, 46, B, 2011-03-21T21:54:00.000, 202.00000, 33.25000, 5000, 100.00000, 1, 4.00000, 1, 0.36400, 1, 5.70000, 1, 99.269, 1, 33.25000, 1, 1
SE1102, 46, B, 2011-03-21T21:54:00.000, 202.00000, 33.25000, 5000, 125.00000, 1, 7.36000, 1, 0.56100, 1, 7.88000, 1, 124.079, 1, 33.25000, 1, 1
SE1102, 46, B, 2011-03-21T21:54:00.000, 202.00000, 33.25000, 5000, 150.00000, 1, 7.43000, 1, 0.58300, 1, 7.87000, 1, 148.885, 1, 33.25000, 1, 1
SE1102, 46, B, 2011-03-21T21:54:00.000, 202.00000, 33.25000, 5000, 200.00000, 1, 8.80000, 1, 0.67600, 1, 9.61000, 1, 198.490, 1, 33.25000, 1, 1
